	contig_id	contig_name	contig_length	id	label	chromosome.Acidobacteria	chromosome.Actinobacteria	chromosome.Bacteroidetes	chromosome.Chlamydiae	chromosome.Chlorobi	chromosome.Chloroflexi	chromosome.Cyanobacteria	chromosome.DeinococcusThermus	chromosome.Firmicutes	chromosome.Fusobacteria	chromosome.Nitrospirae	chromosome.other	chromosome.Planctomycetes	chromosome.Proteobacteria	chromosome.Spirochaetes	chromosome.Tenericutes	chromosome.Thermotogae	chromosome.Verrucomicrobia	plasmid.Actinobacteria	plasmid.Bacteroidetes	plasmid.Chlamydiae	plasmid.Cyanobacteria	plasmid.DeinococcusThermus	plasmid.Firmicutes	plasmid.Fusobacteria	plasmid.other	plasmid.Proteobacteria	plasmid.Spirochaetes
107	107	AUGLS16_NODE_266174_length_537_cov_1.593361	537	26	unclassified.Proteobacteria	2.8330072e-07	1.23177e-07	2.2786352e-08	7.0530547e-07	3.0818464e-06	1.8282516e-06	1.1234824e-07	2.2647333e-07	2.2469543e-07	5.1211753e-08	1.6840337e-06	7.96952e-07	1.6454635e-07	0.45883492	7.2393414e-07	2.7482807e-07	8.041488e-08	2.2580389e-06	1.0192476e-08	1.529748e-07	1.84547e-07	3.9692955e-07	1.102861e-07	2.1559876e-08	1.2850835e-07	4.824868e-06	0.54114646	1.1015442e-07
108	108	AUGLS16_NODE_267635_length_535_cov_1.295833	535	18	unclassified.Actinobacteria	0.0014336208	0.32665753	9.1082643e-07	1.5281106e-05	1.3188616e-05	0.0016397336	0.19669469	0.0056866654	4.0921685e-05	8.55071e-06	0.00011680417	0.0011794124	0.0020556094	0.006562107	0.001547546	2.200897e-06	1.842982e-05	0.0010140619	0.4341531	2.2786118e-05	2.5513005e-05	0.0056438646	0.0102541065	0.00014905033	1.9356608e-05	0.0041503743	6.8228925e-05	0.0008263329
109	109	AUGLS16_NODE_267861_length_534_cov_3.031315	534	8	unclassified.Firmicutes	0.00042149928	0.025510317	0.00026705302	0.0005167972	0.00016780698	0.00012319344	0.00028820007	0.0013543232	0.3984264	0.00036553867	0.0034955714	0.019863546	0.0059543685	0.000109277375	0.019968124	5.8466805e-05	0.001473874	0.0043929755	0.027468009	0.00084384927	0.0002571837	1.6012009e-05	0.0008759408	0.35256216	0.00054356625	0.115995996	0.00014728087	0.018532733
110	110	AUGLS16_NODE_268956_length_533_cov_1.604603	533	26	unclassified.Proteobacteria	0.0002677784	0.00018114083	3.496787e-05	0.0002363249	0.0007668261	0.00066003745	3.541323e-05	0.00018534042	0.0067196917	0.00011223347	0.0006791922	0.00510917	0.0001928842	0.46525005	0.0022882903	2.7103115e-05	0.00023513423	0.0011366595	1.7099328e-05	6.251048e-05	7.8537145e-05	3.128153e-05	3.3830926e-05	5.1371888e-05	0.00016454475	0.0061355815	0.50871295	0.00059406355
111	111	AUGLS16_NODE_273164_length_527_cov_1.830508	527	26	unclassified.Proteobacteria	5.6532576e-06	3.2752266e-06	8.3479034e-07	2.3674067e-05	3.207146e-05	8.471197e-05	2.1593674e-05	1.51127215e-05	5.4540172e-09	1.0808182e-06	8.227699e-06	1.920671e-05	2.4118786e-05	0.45260057	4.1896e-05	6.13404e-06	2.9081402e-06	3.930458e-05	8.6862855e-08	2.9612924e-05	2.2313727e-05	0.00021855453	2.0313591e-06	1.4072798e-06	1.409148e-06	0.00029616876	0.54647946	1.8545014e-05
112	112	AUGLS16_NODE_288206_length_508_cov_1.123620	508	2	unclassified.unclassified	0.00089661806	0.0055972547	0.2804095	0.003409263	0.0006637775	0.0022815587	0.024780506	0.0008627046	0.007018899	0.0019783063	0.0031968437	0.010329035	0.008654651	0.04700016	0.06590434	0.0015534816	0.0041005914	0.0063068755	0.0020515209	0.24184974	0.0023149627	0.0030861646	0.0006545111	0.17140694	0.0016455478	0.06276191	3.4334355e-06	0.03928082
113	113	SEPLS01_NODE_1149_length_5985_cov_26.854469	5985	26	plasmid.Proteobacteria	0.0025808525	2.0431888e-05	1.1055187e-05	0.0019869194	0.00051658787	0.0026449135	0.00031204653	0.0002813506	1.2482133e-06	1.7244796e-05	0.0025570597	0.00087494013	0.014401174	0.00088970276	0.00078898604	5.846509e-06	0.0017852806	0.0013831003	4.237417e-05	0.0001559187	0.0016516055	0.007447338	0.0011553533	4.0426472e-05	9.917135e-05	0.07218225	0.88616467	2.1645076e-06
114	114	SEPLS01_NODE_1161_length_5966_cov_10.759093	5966	26	plasmid.Proteobacteria	1.0877441e-07	3.246198e-08	2.7576455e-08	1.0543074e-06	9.08928e-06	8.4206e-07	2.112089e-09	2.543821e-08	3.9793654e-06	3.3888604e-08	8.296639e-06	8.036509e-07	6.6506175e-08	0.030998163	8.777533e-08	5.492359e-08	8.646314e-08	4.0302443e-06	9.293726e-09	3.8472228e-07	7.674841e-08	3.7078724e-08	3.5933464e-08	6.320229e-06	1.4914757e-07	3.8290905e-06	0.9689624	3.368875e-11
115	115	SEPLS01_NODE_1385_length_5486_cov_3.819370	5486	13	unclassified.Proteobacteria	0.0025852213	0.0006790557	0.00024632475	0.0015996579	0.008083953	0.01290679	5.581246e-05	0.0003621267	0.003651646	3.2610205e-05	0.0015423392	0.0025495086	0.0003143626	0.6016312	0.007251704	6.618073e-07	0.00015808707	0.0056905225	3.805874e-05	0.0013514017	4.6212528e-05	6.217082e-05	5.708054e-05	0.0013586949	0.00011483126	0.0025678491	0.34506154	5.4875846e-07
116	116	SEPLS01_NODE_37892_length_1055_cov_1.459000	1055	26	plasmid.Proteobacteria	0.0017044913	0.0044673732	0.000105125444	0.00059596886	0.001488003	0.0020990323	0.00014180169	0.00017018204	9.172404e-06	2.5817497e-05	0.0006334035	0.0034344892	0.0017103987	0.047745746	0.001176878	1.414244e-05	0.00029686387	0.0023915495	0.00014421334	0.000926395	0.00019111448	0.0012705318	5.9461137e-05	1.5409854e-05	3.9726827e-05	0.0054496303	0.92358166	0.000111410045
117	117	SEPLS01_NODE_55169_length_870_cov_1.982822	870	26	unclassified.Proteobacteria	0.00016581973	0.0009428522	4.7335616e-06	0.0002498837	0.00062265515	4.743643e-05	3.6502706e-06	1.5239752e-05	0.21800767	6.6542976e-05	0.008502486	0.0024162284	0.0010294128	0.10362824	0.000166384	8.2671695e-06	0.00032218074	0.0021351099	0.00010955761	1.444805e-05	2.9068993e-05	1.3753404e-05	1.2553432e-05	0.02574648	0.00032821263	0.0076282974	0.6277723	1.0589778e-05
118	118	SEPLS01_NODE_79891_length_721_cov_2.001502	721	8	unclassified.unclassified	0.0011310555	4.5921977e-05	0.0001130518	0.01649508	0.0006447184	0.0012960105	0.015723849	0.00019911316	0.25565287	0.0012927463	0.007506391	0.0056865537	0.038090136	0.0043998696	0.0038437564	0.004882885	0.007500265	0.004591597	0.00011255095	0.005291572	0.018984618	0.063144274	0.0015277736	0.06637946	0.0014136233	0.120410144	0.3518562	0.0017839541
119	119	SEPLS01_NODE_83694_length_704_cov_2.077042	704	1	chromosome.unclassified	0.028649518	0.1937503	0.39077318	0.0003240367	0.009662581	0.014262647	2.5655752e-05	0.0039731585	2.8611497e-05	6.978916e-05	0.0018367561	0.042146455	0.0014482042	0.002803889	0.03217397	8.3672165e-07	0.0033247862	0.0050761183	0.007662058	0.005745555	3.8242e-05	1.8123072e-05	0.00468337	0.0019249128	0.00028888977	0.017562412	0.23137951	0.00036648466
120	120	SEPLS01_NODE_90093_length_679_cov_3.076923	679	13	unclassified.unclassified	5.3171596e-05	0.0002751371	0.00030268694	0.0001774332	0.00015705756	0.00029072436	0.00028053735	0.00022585511	1.2967676e-05	0.00011479997	0.00013405691	0.0006856027	0.00012090048	0.32681528	0.0031239518	0.00016277014	6.988674e-05	0.00046865805	1.5300702e-06	0.0020011154	0.0002614076	0.00018811919	9.963539e-05	0.0012589713	9.885594e-05	0.0043525267	0.32334995	0.33491647
121	121	SEPLS01_NODE_93936_length_665_cov_2.865574	665	26	plasmid.Proteobacteria	0.004031615	0.000274303	0.0011049466	0.00027570038	0.00095105224	0.0065187407	9.872101e-05	0.004391312	4.4763158e-07	1.0707051e-05	0.0009920779	0.038775872	0.0032094375	0.03713465	0.07864125	1.3025619e-06	0.0002907214	0.009782486	0.0006184047	0.0002785283	0.00012193084	0.0008550389	0.0010773033	1.0375359e-05	8.010692e-05	0.08576123	0.72471	1.7651745e-06
122	122	SEPLS01_NODE_106049_length_626_cov_1.094571	626	13	unclassified.unclassified	0.00051851856	0.0013781609	0.00013987307	0.00557463	0.0015406277	0.0013015919	0.03792544	0.003219845	1.9609777e-05	0.0009967451	0.0030397435	0.010828566	0.015103079	0.13547085	0.2547792	0.0014127214	0.016824389	0.007786643	0.0004456936	0.01191743	0.05965897	0.0065481155	0.0034339577	0.003777732	0.0013336856	0.07023806	0.0025330572	0.34225312
123	123	SEPLS01_NODE_145852_length_531_cov_2.218487	531	13	unclassified.unclassified	0.00088019716	0.012034795	0.000102970014	0.00079563475	0.0010803157	0.005649311	0.0012978507	0.0017313702	9.44971e-06	0.0002100295	0.0005113424	0.0055184835	0.0012168931	0.29039523	0.27206358	0.0001838805	0.00067089027	0.0031980043	1.4019867e-05	0.0010926867	0.0007264169	0.0015220213	0.00028520072	0.0001814722	0.000221346	0.02606135	0.2741008	0.09824439
124	124	SEPLS01_NODE_153883_length_517_cov_0.893939	517	23	plasmid.unclassified	0.000353404	0.0023740355	0.060831364	0.0047891894	0.0021985418	0.0011849086	0.0008613229	0.0008494719	0.002066699	0.009525143	0.0041872715	0.016979063	0.0020584213	0.02843391	0.06775122	0.002094247	0.048518766	0.006682498	0.0001972508	0.10029105	0.0049680555	0.000856191	0.00046511114	0.33557835	0.009550513	0.042970154	0.018750489	0.2246334
125	125	SEPLS05_NODE_1360_length_8265_cov_34.153593	8265	26	plasmid.Proteobacteria	0.00036989633	3.5509107e-05	6.041625e-07	0.0020308134	0.00012212437	0.00068768003	0.00061761244	2.3093386e-05	5.081616e-05	6.676312e-06	0.0018664635	8.104738e-05	0.014326119	0.0024904928	6.30861e-05	6.257694e-05	0.00019322296	0.0009508698	0.010296107	3.8865674e-05	0.0017280034	0.022636369	0.0002164679	0.0005403524	2.2081338e-05	0.04077307	0.89976996	5.127477e-08
126	126	SEPLS05_NODE_7728_length_3552_cov_12.698885	3552	26	unclassified.Proteobacteria	2.3053866e-05	1.37363195e-05	5.706406e-05	0.00030317536	0.0010408998	0.00025167453	1.1185689e-05	4.1025123e-05	0.00050313043	2.8925686e-05	0.00050891185	0.00040581703	2.8336386e-05	0.37138858	0.0002079772	2.482824e-05	5.890531e-05	0.0005172564	4.304989e-06	0.00050578674	5.5369648e-05	1.0233238e-05	3.8378577e-05	0.0017636138	5.1315637e-05	0.0010355061	0.6211204	6.1867297e-07
127	127	SEPLS05_NODE_10695_length_3031_cov_3.760753	3031	13	unclassified.unclassified	0.0014231215	0.07255161	1.1329911e-06	0.0041542104	0.0012044692	0.0004794387	0.0011445927	0.00032879537	0.013594733	9.354332e-05	0.004686252	0.01047365	0.015802749	0.25476596	0.0043274467	0.00088850345	0.00061337615	0.013109263	0.0005246808	0.00021247762	0.001540477	0.0008606282	0.00010964655	0.2875933	0.00012810626	0.032160692	0.27478677	0.0024403671
128	128	SEPLS05_NODE_14678_length_2608_cov_3.112025	2608	2	unclassified.Bacteroidetes	0.0009897529	0.0004908617	0.42706504	0.0010646224	0.009117643	0.0065305443	0.000369048	0.0015913872	0.0010128944	0.00041677197	0.002412377	0.012417369	0.00042328096	0.11963227	0.10486067	1.8993132e-05	0.0011377444	0.004701358	7.524387e-05	0.30295363	0.00021026783	0.00012149136	0.0002922296	0.00027396544	0.00035820683	0.0013150465	8.1457336e-05	6.581679e-05
129	129	SEPLS05_NODE_20560_length_2218_cov_2.693019	2218	13	chromosome.unclassified	0.0126554	0.082621105	2.1831636e-05	0.00011167797	0.00081284303	0.012269042	0.0016295813	0.13700396	0.0005501125	2.6597701e-05	0.003016944	0.02379351	0.011127039	0.6333842	0.012446911	5.6845747e-06	4.042776e-05	0.029437145	0.00037669388	0.0002638886	2.5520845e-05	6.348804e-06	0.014288579	2.6111647e-06	3.441109e-05	0.016786506	0.0071330704	0.0001283243
130	130	SEPLS05_NODE_46654_length_1460_cov_3.859075	1460	26	unclassified.unclassified	0.00073972106	6.0338065e-05	0.009197977	0.014378446	0.0032100405	0.00078085787	0.00047026688	4.0100884e-05	0.25946194	0.00078153936	0.006777913	0.005160364	0.0028483768	0.011038954	0.0019700069	0.0011308318	0.011830572	0.0036892816	1.5717362e-05	0.029365914	0.0066373716	0.0033793217	5.379159e-05	0.05198909	0.0014739757	0.016419295	0.5570784	1.9553434e-05
131	131	SEPLS05_NODE_47426_length_1447_cov_2.890805	1447	8	unclassified.Firmicutes	1.2419e-05	0.00048502864	5.0809947e-05	0.00019122109	0.000120981385	4.4644647e-05	7.369568e-06	1.3812428e-05	0.5549801	0.00082666654	0.0010541823	0.004194484	0.00020283699	0.004064719	0.0008166775	7.0675036e-05	0.00085992756	0.0010412593	2.2040795e-05	0.0014550699	7.810751e-05	1.5571319e-05	1.2734175e-05	0.3696443	0.0003896933	0.0035788345	0.05567381	9.1933e-05
132	132	SEPLS05_NODE_53199_length_1362_cov_2.012242	1362	2	chromosome.unclassified	0.008195408	0.011614397	0.45218253	0.002003373	0.005303329	0.045629907	0.004782411	0.028493827	0.0002699908	0.00016617589	0.0009549959	0.018073665	0.002063908	0.15383835	0.06906339	3.6448077e-05	0.0010692576	0.008519836	0.0010262305	0.11086478	0.0009124813	0.0052469675	0.0093162935	0.00010405894	0.00032393052	0.021298222	0.03655358	0.0020922048
133	133	SEPLS05_NODE_58192_length_1298_cov_1.860821	1298	13	unclassified.Proteobacteria	0.00078058225	0.00033197273	8.30224e-06	0.00028557683	0.00067883293	0.0044738255	0.0018244827	0.0007880009	1.5483007e-05	3.0745454e-05	0.0004659324	0.0016536684	0.0012368009	0.5306776	0.0010071261	4.399571e-05	5.8095768e-05	0.0020915829	3.7213324e-06	0.0006083113	0.00011013811	0.0008373885	0.0005203506	1.1613043e-05	3.6144156e-05	0.007342013	0.44401073	6.689934e-05
134	134	SEPLS05_NODE_66765_length_1204_cov_1.625762	1204	1	chromosome.unclassified	0.00057315873	0.1988343	0.00014035898	0.00071754795	0.00010654069	0.00018328046	0.006086644	0.0014212077	0.32496116	0.0010252814	0.0055985353	0.019298203	0.27307388	0.0022535382	0.007263757	0.00012520688	0.000681383	0.012565158	0.0008937388	0.0020965675	8.478239e-05	6.4903856e-05	0.0009386982	0.024509026	0.0006211899	0.11478134	7.407309e-05	0.0010266394
135	135	SEPLS05_NODE_99485_length_964_cov_2.078108	964	6	unclassified.unclassified	0.00056285656	0.021692522	0.0007753819	0.0014314525	0.00037912183	0.0041491627	0.47352624	0.0059525445	0.00020103634	0.00012811701	0.00055056164	0.0017146314	0.007024985	0.00921534	0.013133039	0.00029101357	0.00031379468	0.0036688999	0.001810833	0.009570862	0.00283054	0.17786403	0.00565022	0.00671533	0.00015952911	0.062428597	0.16381922	0.024440177
136	136	SEPLS05_NODE_100830_length_957_cov_1.697339	957	7	unclassified.unclassified	0.00021520311	0.00016028089	5.3474646e-06	0.0005639505	0.00031492184	0.0009998431	0.00065060053	0.14859091	4.556047e-06	4.134675e-05	0.0005517436	0.0011526848	0.0014264762	0.47638956	0.0073801093	7.6729404e-05	7.144844e-05	0.0008347416	3.1901865e-05	0.00041008616	0.00063796755	0.00082233484	0.07584945	2.1861868e-05	0.00012077098	0.0077134506	0.2747433	0.0002183715
137	137	SEPLS05_NODE_101645_length_953_cov_1.424276	953	13	chromosome.Proteobacteria	0.018741477	0.05082691	0.0038235087	0.00029824025	0.005056108	0.006245544	4.3283533e-05	0.015481905	6.442237e-05	0.00014643009	0.0007339101	0.053157076	0.00019648574	0.784066	0.027826244	2.140255e-06	0.00018619573	0.005841443	0.00014964571	0.00087590603	1.0770119e-05	2.3630193e-06	0.001241907	1.010853e-05	0.00021826917	0.0015573734	0.023111885	8.4440624e-05
138	138	SEPLS05_NODE_131305_length_824_cov_2.577373	824	8	chromosome.unclassified	0.0021820439	0.24171102	0.017501183	0.0013676743	0.0013425876	0.0085481005	0.0057386677	0.0008940702	0.5006225	0.000982353	0.004083662	0.021050634	0.0027735773	0.0015520769	0.01032004	0.00017294275	0.0011652177	0.006571138	0.009040244	0.022659205	0.0003730615	0.0008722841	0.0015192487	0.015113582	0.0008671721	0.053460386	0.06683302	0.00068226556
139	139	SEPLS05_NODE_138837_length_798_cov_2.629879	798	13	unclassified.Proteobacteria	1.6816424e-05	4.0110284e-05	8.4194454e-08	5.3184704e-05	1.7633543e-05	8.240965e-05	0.042864684	0.004528625	2.6086082e-06	2.5566678e-06	8.258952e-05	0.00021076175	0.0014389809	0.5919651	0.0013537281	9.220432e-06	2.8965271e-06	0.0012963753	3.6129022e-06	5.1759416e-05	0.00046835432	0.00033205733	0.00026102317	3.2509237e-05	5.1092625e-06	0.019048005	0.3357629	6.627867e-05
140	140	SEPLS05_NODE_146199_length_775_cov_1.387500	775	26	plasmid.Proteobacteria	0.00017809916	0.000108785716	1.9067204e-05	0.00095751806	0.000569927	0.0004623992	0.00031465094	3.9645256e-05	0.002193057	0.00013679465	0.0021840984	0.0008390148	0.001860504	0.009175618	0.0010044974	0.000120265024	0.000536139	0.0016653137	0.0002435672	0.00019217808	0.00048652707	0.00096655096	4.8804675e-05	0.24705954	0.00019406166	0.02516272	0.70312685	0.00015375782
141	141	SEPLS05_NODE_148647_length_767_cov_2.223315	767	13	chromosome.unclassified	0.0073989127	0.007895373	0.011427045	0.009748916	0.011860655	0.0058056354	0.0019009234	0.0010016833	0.07214457	0.0006574827	0.008597071	0.02920262	0.0065006227	0.5391938	0.010564976	0.001188429	0.0049118646	0.020150956	0.000866642	0.05727291	0.0020229123	0.004649201	0.00083324505	0.05454311	0.00076624315	0.016243827	0.11214054	0.0005098139
142	142	SEPLS05_NODE_166056_length_719_cov_2.013554	719	13	unclassified.Proteobacteria	0.00018410501	0.00051516143	0.00017353716	0.0005316176	0.00048085453	0.0055125724	0.00050001877	0.00041098357	8.341073e-05	0.00014510994	0.0001888962	0.0014571078	0.00024722077	0.59712714	0.0019467646	0.00031180304	0.00014828582	0.0008874382	5.528196e-06	0.0011412603	0.00028021797	0.0009895611	2.2446067e-05	0.00053762976	0.0001355849	0.01224916	0.37233934	0.0014473203
143	143	SEPLS05_NODE_169160_length_711_cov_2.559451	711	23	unclassified.unclassified	0.0007598692	0.015137601	0.00037681486	0.0044493885	0.0016608444	0.0005363417	0.00058620604	0.0007865401	0.098656185	0.0006048467	0.016663795	0.012230869	0.022954306	0.10836517	0.005897025	0.00047718966	0.014629715	0.009249286	0.0015623337	0.013051227	0.0020822294	0.0011216261	0.0009414416	0.59194285	0.00079983746	0.06231515	0.007562829	0.0045984355
144	144	SEPLS05_NODE_172573_length_703_cov_2.334877	703	13	unclassified.Proteobacteria	1.2482246e-05	9.638536e-05	1.227137e-06	1.5515952e-05	5.9231625e-05	8.4257255e-05	1.1654075e-05	0.00010560744	2.7012653e-08	4.2594747e-06	2.3582672e-05	9.036041e-05	2.7476992e-05	0.6571153	0.00079669524	2.0853904e-06	1.47315195e-05	0.000122513	7.3888564e-06	8.272712e-05	2.4595554e-05	4.663869e-06	1.4065845e-05	5.5421708e-05	7.674381e-06	0.00047307913	0.3406233	0.00012367446
145	145	SEPLS05_NODE_173138_length_702_cov_1.630603	702	13	chromosome.unclassified	0.001210339	0.00038819443	0.031214522	0.0044411686	0.0007080142	0.016021354	0.040402938	0.0038570773	0.12294998	0.00024262023	0.0005759998	0.010293478	0.0018756582	0.59012866	0.005155211	0.001223864	0.00028504702	0.004147905	1.1018392e-06	0.018484605	0.0004902536	0.009568051	0.00029300188	0.0002567928	0.00020320002	0.021157095	0.11396452	0.00045933248
146	146	SEPLS05_NODE_176098_length_695_cov_1.350000	695	26	unclassified.Proteobacteria	0.025160907	0.041662063	0.00044019928	0.0022774972	0.0027097743	0.04913378	0.0069316584	0.00084145204	0.003955154	8.4246254e-05	0.0012357291	0.0048091616	0.006033378	0.41242597	0.002700016	0.00043687364	0.0006928346	0.0070111104	0.007540421	0.00049380097	0.0013579874	0.014723901	0.0004594484	0.0018241148	0.0001402712	0.017937453	0.38572264	0.0012582376
147	147	SEPLS05_NODE_180694_length_684_cov_2.677266	684	13	unclassified.Proteobacteria	3.832056e-05	0.00023368337	3.88578e-06	0.00016986356	4.4385262e-05	0.02083985	0.0011639282	5.4766486e-05	1.0765006e-06	9.55421e-06	1.8388782e-05	0.00063154876	0.0001272879	0.561331	0.0009510459	0.00028525034	1.0216948e-05	0.00055974495	5.8549483e-07	1.446021e-05	0.000116832874	0.00093746115	4.459579e-06	2.6728478e-06	1.1176388e-05	0.0038697396	0.40553114	0.0030376853
148	148	SEPLS05_NODE_204747_length_636_cov_1.401033	636	2	chromosome.unclassified	0.021335429	0.10705889	0.14688079	0.0012797372	0.0038661642	0.015293889	0.0013700208	0.10924379	0.035513535	0.0006128702	0.0048686517	0.19342323	0.008156958	0.014640935	0.11855542	1.0944187e-05	0.0025907243	0.01779001	0.022955643	0.0425979	0.00014351345	9.2720154e-05	0.074864075	0.0010978851	0.0009805637	0.03421672	0.017386977	0.003172014
149	149	SEPLS05_NODE_214001_length_619_cov_2.542553	619	25	unclassified.unclassified	0.10496968	0.00492211	3.3344415e-05	0.0049355165	0.0014109415	0.019186996	0.016484784	0.030752847	0.00021757204	0.0017401587	0.018151458	0.042542502	0.21869661	0.0067565837	0.088104576	0.00027876018	0.005146348	0.0449316	0.0006009813	0.0009691028	0.00228931	0.0011147697	0.03788398	0.0017719992	0.002243491	0.319563	0.0082250135	0.01607594
150	150	SEPLS05_NODE_222846_length_604_cov_2.730419	604	26	unclassified.unclassified	0.00090694794	1.994118e-05	0.005264573	0.011680511	0.0017094169	0.004253126	0.029294983	0.006160717	0.00023184968	0.0028802594	0.002722916	0.009722149	0.007431234	0.15808941	0.21481346	0.0061001866	0.006087315	0.0035418225	8.585923e-06	0.02479443	0.018184746	0.018125786	0.0024753017	0.0019059512	0.0029488457	0.042682156	0.39290616	0.025057271
151	151	SEPLS05_NODE_229063_length_595_cov_1.366667	595	12	plasmid.unclassified	0.00040147224	0.0008904377	9.805838e-06	0.006316357	9.902365e-05	0.000910829	0.051957566	0.0005748089	0.02342959	0.0006223744	0.0022439004	0.004331321	0.15703686	0.0018458893	0.0015675077	0.008278896	0.0016806113	0.0023673188	0.0003772001	0.00011475594	0.013986729	0.040427987	0.0020621591	0.004919156	0.0007252888	0.27906045	0.37919986	0.0145618385
152	152	SEPLS05_NODE_234702_length_586_cov_2.694915	586	26	unclassified.Proteobacteria	0.0004334691	8.11896e-05	1.0213031e-06	0.007228408	0.00021080048	0.0024847246	0.09912357	0.00046151434	8.077129e-05	5.6346307e-05	0.0009341207	0.0006230723	0.01619328	0.19019294	0.0014319526	0.00018640072	0.00037307176	0.0024298618	0.00275304	2.623947e-05	0.005060281	0.08991334	0.00043345825	5.930891e-05	0.000115088296	0.026931597	0.550274	0.001907113
153	153	SEPLS05_NODE_236817_length_583_cov_1.880682	583	13	chromosome.unclassified	0.00050006923	0.0066194925	7.425371e-05	0.003162993	0.0006235466	0.0018781036	0.015144571	0.12899765	0.00021400151	0.0008469462	0.002877838	0.009126903	0.011312306	0.5785224	0.03042978	0.0017149644	0.00045150393	0.0049130977	0.0022739172	0.0031412512	0.0029491114	0.0034849707	0.046917677	0.013193668	0.0008816494	0.060801685	0.047254633	0.021690985
154	154	SEPLS05_NODE_241767_length_576_cov_1.658349	576	26	unclassified.Proteobacteria	0.00018267863	0.00030804283	1.434008e-05	0.00057712296	0.0006889901	0.0006825048	0.00013514441	0.00031682447	0.00017429267	0.00013538856	0.00072652195	0.0029820993	0.00047656355	0.29061022	0.0012965734	0.00012584658	0.0003320121	0.0013811059	2.4613546e-05	0.00071569375	0.00021936525	0.00026643256	0.00022350065	0.0011635736	0.00021086034	0.013924056	0.6814621	0.0006434782
155	155	SEPLS05_NODE_244520_length_572_cov_1.628627	572	26	plasmid.Proteobacteria	5.3270014e-06	2.2493691e-07	8.787055e-07	0.00010487999	2.477164e-05	3.5887497e-06	6.5531367e-07	9.948235e-07	0.15661132	0.0004671171	0.0007666052	0.00051409507	2.5579846e-05	0.008774477	3.6604044e-05	0.000411478	0.00018739542	0.00015712126	4.8009315e-07	2.5545687e-06	2.3570277e-05	7.7206965e-07	7.8535146e-07	0.016175156	0.0013005497	0.0050187064	0.8093789	5.4402612e-06
156	156	SEPLS05_NODE_248152_length_567_cov_1.736328	567	26	unclassified.Proteobacteria	5.400075e-07	5.1106607e-08	2.5502243e-09	1.3818368e-06	1.0486991e-05	1.6863713e-06	9.967465e-08	1.1592264e-06	8.136917e-08	2.5012045e-07	7.7480445e-06	5.4147968e-06	8.702939e-07	0.47534418	0.00071500934	2.7583454e-07	1.5718138e-07	1.8650111e-05	4.3666706e-08	6.1334724e-08	4.2061075e-07	6.843662e-08	1.2045551e-07	1.0804138e-07	9.843301e-07	2.3362381e-05	0.52386636	3.4369893e-07
157	157	SEPLS05_NODE_251940_length_562_cov_1.684418	562	13	unclassified.Proteobacteria	8.373663e-05	1.1785458e-05	3.197714e-05	3.976336e-05	0.00056482217	0.0005110531	8.8458255e-06	0.0004930788	5.2031487e-06	4.1212308e-05	0.00010517515	0.00081321615	1.4809859e-05	0.61352575	0.0060551222	1.6931743e-06	1.7025593e-05	0.00035363037	5.6323596e-08	2.9684654e-05	4.035643e-06	2.2541371e-06	7.601719e-06	6.3988733e-07	0.00011724301	0.0002813785	0.37685478	2.4466392e-05
158	158	SEPLS05_NODE_251976_length_562_cov_1.595661	562	11	unclassified.unclassified	0.01856806	0.022891501	0.013361706	0.01396558	0.0012720104	0.003415628	0.014253217	0.0013021369	0.047801483	0.0048928238	0.0064823925	0.11962813	0.01665678	0.00046291132	0.017874574	0.013899915	0.040988963	0.010144018	0.00013616467	0.059983727	0.0039658137	0.0047174334	0.0032973222	0.11971816	0.0040689916	0.122273624	0.025116904	0.28886005
159	159	SEPLS05_NODE_262746_length_548_cov_2.054767	548	26	plasmid.Proteobacteria	3.4733777e-05	2.2776636e-05	4.8571576e-07	2.7517795e-05	4.2187956e-05	1.9177247e-05	3.6741847e-06	2.768121e-06	3.6572794e-06	2.7590575e-06	0.00027365933	9.2099835e-05	9.554842e-05	0.032122586	3.4590154e-05	1.3151265e-06	8.4071e-06	0.0001448404	5.1652485e-05	3.2696726e-06	1.3703754e-05	1.2060759e-05	1.1689984e-06	1.8700825e-05	4.9719533e-06	0.00080867717	0.9661479	5.1599345e-06
160	160	SEPLS05_NODE_267093_length_543_cov_1.463115	543	13	unclassified.unclassified	0.0034865157	0.008215972	0.019742958	0.0052888305	0.0036073306	0.043000326	0.08454933	0.044326216	6.685863e-06	0.0004314622	0.0011640764	0.010699857	0.007843685	0.17517163	0.13550715	0.00056952925	0.0021748787	0.0100614475	0.0025457127	0.026602505	0.007430561	0.101916604	0.023716388	0.00069243717	0.00063411635	0.15347485	0.0703871	0.05675186
161	161	SEPLS05_NODE_277960_length_530_cov_1.505263	530	1	unclassified.unclassified	0.0387829	0.07607966	6.019512e-05	0.013908082	0.00243758	0.008986353	0.069565184	0.008176763	5.9216676e-05	0.0005832398	0.0052524987	0.008223356	0.08003684	0.04126644	0.23440541	0.0012970321	0.007410355	0.07674349	0.00012807142	0.005807264	0.015267919	0.10139861	0.0433027	0.0063370247	0.00068279525	0.1105062	0.01121066	0.03208415
